Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
166238.0,0.0324324543352703,0.845049887711819,0.161689643179373,-0.798504315204253,0.695579342173505,-0.56511649398538,0.933764515599799,-0.0627159584904338,-0.349653334602418,-0.255273958239804,0.504579086049177,0.951402617133848,0.471139368956274,0.190258281346303,-1.12779570592091,0.194477602325314,-0.828441984571064,-0.184734453641714,0.349511782992854,0.013429508220609,-0.229609184889063,-0.49137382646569,0.001259200126344,-0.400305517337517,-0.451544137605067,0.143433739735541,0.246292546642658,0.0841993718879143,2.58,0
62888.0,1.20544338297549,0.289451215514098,0.741620056716745,0.746449665317911,-0.682445338242212,-1.27686764289871,0.136545507170455,-0.28482763971325,-0.106272096358316,-0.0928539979788115,0.388966130830033,0.944906247802881,0.974313204836109,0.123923488835983,0.911656537842453,0.113381714066371,-0.271921864830932,-0.806430204011816,-0.32778431333547,-0.0435904277121079,-0.208168891889414,-0.589664842310856,0.185182789180019,0.933687280522431,0.168354562920644,0.0580525765964894,-0.0251967177968592,0.0276456871171451,11.04,0
40687.0,-0.275683921334473,1.11240286511215,0.942716313673428,-0.136235475448822,0.427004769606129,-0.504524727893614,0.686810074966867,-0.0141060030193886,-0.322820416913113,-0.506742534469509,-0.978478624052058,-0.407786859473999,0.167360923792578,-0.460737143017989,0.965509057724427,0.631607711933137,-0.291044980952806,0.146258644211631,0.226161793337683,0.130042708293939,-0.321392662684179,-0.851228817571674,-0.121963796917958,-0.509255181435806,-0.0527422530403122,0.124297176420712,0.244629049827446,0.0893492704615968,1.78,0
101450.0,1.80271563878855,-0.304729028381382,-2.09292106094509,0.191727277807162,0.553229538496724,-1.07947464781499,0.755030780282206,-0.537488915212639,1.23622892539475,-0.280493243493316,1.84612084586317,-1.46147612801106,1.8544074812887,2.36890687042344,-0.95448711291351,-0.361398094558674,0.127933143180832,0.220937405220444,0.192921125420964,0.0614761617477857,0.078571659893561,0.251564129802991,-0.165848733831566,-0.392507249841319,0.277480814327321,0.121610930807597,-0.135312186886982,-0.0685389505161216,157.29,0
55862.0,-2.52586855556833,2.20260681912487,0.633063058362916,0.584093781378617,-0.668049926952702,0.20138281289038,0.207289471819885,0.336435871832713,0.751606042250082,1.59662294123342,0.533205436249431,0.604059370374081,-0.51618124694858,-0.172642258486432,-0.547823595218337,-0.450105354948366,-0.137874087895594,0.279327664306325,1.22877146134467,0.166092128105871,-0.191501043999871,-0.238654152170568,-0.115595078533184,-0.02480916880425,-0.158275754623097,-0.66932294254296,-1.50685203512526,-0.739474199332458,34.12,0
50975.0,-1.26880323660884,0.244146827746643,1.47315837150467,-0.0681375838378675,0.639512479024949,-0.660248116418062,0.631666914812921,0.0882631803339783,-0.829621337602216,-0.240603346477903,0.926583632311737,0.359418687549613,-0.131965240942057,0.433124327426684,0.160212702113006,0.284829815416908,-0.650204391866319,0.507969642202452,0.418806995775525,0.484683734273551,0.129885611722006,0.107527553651366,-0.109178996138091,0.0231339942917574,0.570376121345549,0.448773526292482,0.186871183837031,0.123408450923584,83.0,0
63322.0,1.09574759365319,-0.291998470715872,-1.25986603364436,0.335419433465819,2.10090750858174,3.63806386573814,-0.324004174019469,0.826643515285666,0.162241425849363,-0.0586729488008763,-0.541091325310213,0.239701461125508,-0.207354005390744,0.211119896128419,-0.140246926808068,-0.0898584357948432,-0.508260630718865,-0.0585558941602353,0.335866637643759,0.137861098548481,-0.130873876460603,-0.526594080487179,-0.203057236836423,1.01432788080577,0.86135561891745,-0.335879874830915,0.0089501920049848,0.0275607622987699,95.14,0
73564.0,0.971344113780984,0.107844134081402,0.0599594285778716,2.41534482266622,-0.0488945915018122,-0.223569091223434,0.287544770753816,0.0466965061068374,-0.833584822988936,0.894620785734476,0.487884891710484,-0.693387919638551,-2.23427521335728,1.06149586081482,-0.125269872086269,0.871971681468403,-0.765309563261809,0.452986483376236,-0.524370634467985,-0.0497128375226473,0.0254228002551588,-0.352956638639661,-0.178582747019792,-0.0635983878773927,0.505224547675242,0.0050708558488582,-0.067777461836292,0.0171906839450801,117.28,0
60440.0,-0.997157379555245,1.25755819863272,0.626218740440638,-0.164192349602247,-0.116591706561833,-0.122209392178255,0.0238432913689313,0.786604909953491,-0.297184842613741,-0.242868217662484,0.935562677894048,-0.350940106010462,-1.94790360081826,0.436972160697332,0.676675364902069,0.584224571100947,0.194852900429397,0.292963790491653,-0.0577226858132946,-0.0084114324841815,-0.217760281455295,-0.729494429392162,0.0488378849507947,-0.420200855546677,-0.215415835673438,0.11829637292081,0.229447972918503,0.0693928609556405,9.86,0
153494.0,0.292366877818498,-0.520790176541268,-0.0064713741508368,0.236876074053261,0.707816994569373,-0.524440326209053,-0.0564211298949617,-0.380067614314714,-1.38970200127047,1.38350639766463,-1.16877902718797,-0.934563796727493,0.343268082544381,0.200789814803846,1.75511600190117,-2.51435142309617,0.472282509619356,1.77443023949182,1.77310995070472,0.0903738266949219,0.0190085479063724,0.654886476523149,0.145467059153208,0.529513847302538,-1.28330044411479,1.01543385798456,0.075559251378489,0.0541644181446425,25.2,0
